"CustomerID","Company Name","Address Name","Address Number","Street","Village","Town","County","Postcode","Customer Contact","Customer Tel","Debtors No","Bin Location",,,,,,,,,"Agreement No","Refuse/ Recycling/Glass School/School Recycling/Schd.2 Refuse/Schd.2 Rec.","Bin Size","Bin Quantity","Cedar Code Abbreviations","Collection Schedule 
(per bin)","Round/ Day",,,,,,,"Commencement Date","Cancellation Date"
,,,,,,,,,,,,,,,,,,,,,151921,"Recycling",240,1,"240-8, CWTN-2","Fortnightly: except Xmas/New Year weeks","G3 WK1",,,,,,,15/04/09,
872,"Calvert, Brain & Fraulo Ltd",,3,"Portland Street",,"King's Lynn","Norfolk","PE30 1PB",,"01553 766220","EH2025281",,,,,,,,,,125183,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,01/06/07,
883,"The Burnhams Surgery",,,"Church Walk","Burnham Market","King's Lynn","Norfolk","PE31 8DH","Mr Pat Layton Practice Manager","01328 737000","EH2000054",,,,,,,,,,129833,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","Fortnightly emptying",,"D13",,,,,,01/10/07,
,,,,,,,,,,,,,,,,,,,,,129833,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except Xmas/New Year weeks",,"R6 WK2",,,,,,01/10/07,
892,"Borough Council of King's Lynn & West Norfolk","King's Lynn Arts Centre","27/29","King Street",,"King's Lynn","Norfolk","PE30 1HA","Phillip Bayfield/Ellen McPhillips","01553 779096","EH2000073",,,,,,,,,,,"Refuse",770,1,"770-1, CWTN-1","One empty per week","T1",,,,,,,01/07/01,
,,,,,,,,,,,,,,,,,,,,,123195,"Recycling",360,1,"360-8, 360-12 x 25, 360-17,CWTN-2","50 empties: Weekly except Xmas & New Year weeks","G3",,,,,,,15/04/07,
,,,,,,,,,,,,,,,,,,,,,124761,"Recycling",360,1,"360-8, 360-12 x 25, 360-17","50 empties: Weekly except Xmas & New Year weeks","G3",,,,,,,22/05/07,
893,"Heacham Group Practice",,45,"Station Road","Heacham","King's Lynn","Norfolk","PE31 7EX",,"01485 572769","EH2009613",,,,,,,,,,1793,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,15/07/02,
903,"Rudham C of E Primary School",,,"School Road","East Rudham","King's Lynn","Norfolk","PE31 8RF","Mrs S Lunnan Headteacher","01485 528230","EH2014359",,,,,,,,,,119585,"School",360,1,"360-5, CWTN 3"," Term time emptying (40 empties p.a.)",,"D1",,,,,,15/12/06,
,,,,,,,,,,,,,,,,,,,,,138377,"School Rec",660,1,"660-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R1 WK1",,,,,,15/05/08,
936,"Terrington St John V C Primary School",,,"School Road","Terrington St. John","Wisbech","Cambs","PE14 7SG",,"01945 880340","EH0956367",,,,,,,,,,89114,"School",240,2,"240-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,"D7",,,,09/03/05,
,,,,,,,,,,,,,,,,,,,,,89114,"School Rec",240,3,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R4 WK2",,,,09/03/05,
946,"Borough Council of King's Lynn & West Norfolk","Northern Area Tourist Information",,"The Green",,"Hunstanton","Norfolk","PE36 6BQ","Nicola Almey Parish","01485 535150","EH1072979",,,,,,,,,,,"Refuse",1100,1,"INT-1, CWTN-1","50% share of charge; 1100L Hire & Empty",,,,,"T1",,,"pre 01/04/1999",
,,,,,,,,,,,,,,,,,,,,,135878,"Recycling",1100,1,"1100-10 divided by 2, CWTN 2","50% share of charge; 1100L Recycling Bin (Internal)","R2 WK1",,,,,,,01/04/08,
,"Hunstanton Town Council",,,"The Green",,"Hunstanton","Norfolk","PE36 6BQ","Mrs Lisa J Powell - Town Clerk","01485 532402","EH0931073",,,,,,,,,,,"Refuse",1100,1,"INT-1, CWTN-1","50% share of charge; 1100L Hire & Empty",,,,,,,,"pre 01/04/1999",
,,,,,,,,,,,,,,,,,,,,,135878,"Recycling",1100,1,"1100-10 divided by 2, CWTN 2","50% share of charge; 1100L Recycling Bin (Internal)",,,,,,,,01/04/08,
948,"Eastcote  Caravan Park",,,"Gong Lane","Burnham Overy Staithe","King's Lynn","Norfolk","PE31 8JG","Mr & Mrs J Bettison","01328 738873","EH0976934",,,,,,,,,,122753,"Refuse",1100,1,"1100-4 x 7","Weekly emptying; 23 July - 8 Sept inc. (No hire fee as per manager WTH) ","D13",,,,,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,149938,"Refuse",1100,1,"1100-3, 1100-4 x 30, CWTN -1","Weekly emptying: 1 Apr- 31 Oct","D13",,,,,,,01/04/09,
953,"Moss & Leakey",,1,"Timberhill",,"Norwich","Norfolk","NR1 3JZ","David Foskett Partner","01603 661001","EH0987767","Moss & Leakey",,16,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AN","01553 765270",1030,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,,,"T1",,,,01/03/98,
955,"Ashwicken V A First School",,,"East Winch Road","Ashwicken","King's Lynn","Norfolk","PE32 8BY",,"01553 630352","EH1112461",,,,,,,,,,88321,"School",360,1,"360-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,,"D3",,,01/09/04,
,,,,,,,,,,,,,,,,,,,,,88321,"School Rec",240,4,"240-10, CWTN-4","Fortnightly emptying term time (20 empties p.a.)",,,,,"R5 WK2",,,01/09/04,
956,"Tilney All Saints V C School",,,"Shepherdsgate Road","Tilney All Saints","King's Lynn","Norfolk","PE34 4RP",,"01553 828209","EH0965679",,,,,,,,,,95717,"School",360,1,"360-5, CWTN 3","Term time emptying (40 empties p.a.)",,,"D4",,,,,01/04/05,
,,,,,,,,,,,,,,,,,,,,,116780,"School",360,1,"360-5","Term time emptying (40 empties p.a.)",,,"D4",,,,,01/10/09,
,,,,,,,,,,,,,,,,,,,,,140890,"School Rec",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,"R2 WK2",,,,,15/07/08,
958,"Mrs S J Scarrott","T/as Warren House Caravan Park",,"Brandon Road","Methwold","Thetford","Norfolk","IP26 4RL",,"01366 728238","EH2014607",,,,,,,,,,127795,"Schd. 2 Refuse",1100,1,"1100-3, 1100-4 x 30, CWTN -1","Weekly emptying 1 April - 31 Oct",,,,"D8",,,,15/08/07,
960,"Linksway Country House Hotel",,,"Golf Course Road",,"Old Hunstanton","Norfolk","PE36 6JE","Mr R Pedel","01485 532209","EH2003670",,,,,,,,,,1386,"Refuse",770,1,"770-1, CWTN-1","One empty per week","D1 ",,,,,,,01/06/00,
962,"Kwai's Cuisine",,38,"Reffley Lane",,"King's Lynn","Norfolk","PE30 3EQ",,"01553 670900","EH0977220",,,,,,,,,,994,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,01/04/98,
964,"Connexions","Norwich City Football Club",,"Carrow Road",,"Norwich","Norfolk","NR1 1HU",,"01603 227074","EH1016465","Connexions",,05/09/09,"Chapel Street",,"King's Lynn","Norfolk","PE30 1EG","01553 666500",136772,"Refuse",360,1,"360-1, CWTN-1","One empty per week","T1",,,,,,,01/04/08,
,,,,,,,,,,,,,,,,,,,,,136772,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks ","G3 WK1",,,,,,,01/04/08,
969,"Impactbond Ltd-","T/As H & S Engineering",,"Enterprise  Way","Hardwick Narrows","King's Lynn","Norfolk","PE30 4LJ",,"01553 692505","EH1069494",,,,,,,,,,1081,"Refuse",1100,1,"1100-1,CWTN-1","One empty per week","T1",,,,,,,15/06/98,
971,"Farmhouse Butchers",,"75A","Lynn Road","Snettisham","King's Lynn","Norfolk","PE31 7QA","Mr D Baynham","01485 543798","EH2009055",,,,,,,,,,1765,"Refuse",770,1,"770-1, 770-4 x 22, CWTN-1","Weekly emptying all year (52 empties)
Additional  Weekly Emptying 1 May -30 Sept (22 empties)",,"T2 (SEAS)",,,"T1",,,09/05/02,
973,"Mrs R  Parkin","T/As Salad Bowl Cafﾂ",23,"Poplar Avenue","Heacham","King's Lynn","Norfolk","PE31 7EB",,"01485 570212","EH1076090","Salad Bowl Cafﾂ",,,"Cliff Parade",,"Hunstanton","Norfolk","PE36 6DP","01485 534768",122781,"Refuse",770,1,"770-3, 770-4 x 39, CWTN-1","Weekly emptying : 1 April - 30 November & 1-31 March",,,,,"T1",,,01/04/07,
980,"Norman C E Primary School",,,"School Lane","Northwold","Thetford","Norfolk","IP26 5NB",,"01366 728241","EH0983798",,,,,,,,,,93996,"School",1100,1,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,"D8",,,,,,01/02/05,
,,,,,,,,,,,,,,,,,,,,,93996,"School Recycling",240,1,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,"R5 WK1",,,,,,01/02/05,
982,"Vision Express King's Lynn Ltd",,"38-39","High Street",,"King's Lynn","Norfolk","PE30 1BJ",,"01553 775445","EH1129447",,,,,,,,,,109829,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,01/04/06,
999,"Tropics Fish Bar",,2,"Station Road","Dersingham","King's Lynn","Norfolk","PE31 6PP","Keith and Michelle Green","01485 543842","EH0973640",,,,,,,,,,136590,"Refuse",1100,2,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/04/08,
1000,"The Green Lodge Restaurant",,19,"The Green",,"Hunstanton","Norfolk","PE36 5AH","Mrs S Fox","07917 716395","EH2019662",,,,,,,,,,106029,"Refuse",1100,1,"1100-3, 1100-4 x 43, CWTN-1","Weekly emptying: 1 April - 30 September
Fortnightly emptying: 1 October - 31 March",,,,,"T1 & WK2 SEAS",,,20/12/05,
1017,"Downham Tandoori Ltd",,56,"High Street",,"Downham Market","Norfolk","PE38 9HH","Mr Anwar Ali Owner","01366 386110","EH1078195",,,,,,,,,,152135,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,14/04/09,
1019,"Manor Farm Cottages & Thornham Developments","Manor Farm",,"Ringstead Road","Thornham","Hunstanton","Norfolk","PE36 6NN","Mr M C Goddard","01485 512272","EH0951367",,"Manor Farm Cottages",,"Ringstead Road","Thornham","Hunstanton","Norfolk","PE36 6NN",,1074,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","D1",,,,,,,"pre 01/04/1999",
1024,"Southery Primary School",,,"Westgate Street","Southery","Downham Market","Norfolk","PE38 OPA",,"01366 377205","EH0952316",,,,,,,,,,109938,"School",1100,1,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)","D8",,,,,,,01/04/06,
,,,,,,,,,,,,,,,,,,,,,109938,"School Rec",660,1,"660-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)","R5 WK1",,,,,,,01/04/06,
1027,"Templeman Associates Ltd",,2,"North Lynn Business Village","Bergen Way","King's Lynn","Norfolk","PE30 2JG","G Templeman","01553 776148","EH1135650",,,,,,,,,,140548,"Recycling",660,1,"660-8, CWTN-2","Fortnightly: except  Xmas/New Year weeks",,,,"R1 WK2",,,,01/07/08,
1030,"The National Trust Office","Brancaster Millenium Activity Centre",,"Dial House","Brancaster Staithe","King's Lynn","Norfolk","PE31 8BW","Mrs Susan Falch-Lovesey","01485 210719","EH1138023",,,,,,,,,,91162,"School",240,1,"240-7, CWTN-3","One empty per week","D5",,,,,,,15/11/04,
,,,,,,,,,,,,,,,,,,,,,91162,"School Rec",240,4,"240-10, CWTN-4","Fortnightly: except Xmas/New Year weeks","R3 WK2",,,,,,,15/11/04,
1032,"Stotts Fish & Chip Shop",,,"Lowside","Outwell","Wisbech","Cambs.","PE14 8RE","Mr James Ralph Stott","01945 772345","EH1137834",,,,,,,,,,1165,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"D9",,,,01/08/98,
1033,"Flitcham Primary School",,,"Church Road","Flitcham","King's Lynn","Norfolk","PE31 6BU","Angela Eden Head Teacher","01485 600383","EH0943785",,,,,,,,,,1151,"School",1100,1,"1100-4 x 40, CWTN -3","Term time emptying (40 empties p.a.)",,,,,"D1",,,15/12/98,
1039,"Mr C Sussams","Somerville House Restaurant",,"Church Road","Terrington St. John","Wisbech","Cambs.","PE14 7RY","Colin Sussams","01945 880952","EH1143144",,,,,,,,,,1142,"Refuse",360,1,"360-1, CWTN-1","One empty per week",,"D7",,,,,,01/12/98,
1041,"Titchwell Manor Hotel & Restaurant","Sea View Bed & Bteakfast",,,"Titchwell","King's Lynn","Norfolk","PE31 8BB","Mr & Mrs I Snaith","01485 210221","EH0951400",,,,,,,,,,,"Refuse",1100,3,"1100-1, CWTN-1","One empty per week","D1",,,,,,,01/04/03,
,,,,,,,,,,,,,,,,,,,,,138433,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks","R1 WK1",,,,,,,16/05/08,
1048,"NCC Social Services","Faro Lodge",,"Galyon Road",,"King's Lynn","Norfolk","PE30 3YE","Rebecca Shanahan","01553 679233","EH1138698",,,,,,,,,,1187,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,21/02/99,
1057,"South Wootton First School",,,"Church Lane","South Wootton","King's Lynn","Norfolk","PE30 3LJ","Mrs Carol Mahony Headteacher","01553 671552","EH2000055",,,,,,,,,,98445,"School",1100,1,"1100-5, CWTN -3","Term time emptying (40 empties p.a.)",,"T1",,,,,,05/06/05,
,,,,,,,,,,,,,,,,,,,,,107935,"School Recycling",660,1,"660-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R2 WK2",,,,14/02/06,
,,,,,,,,,,,,,,,,,,,,,133062,"School Rec",1100,1,"1100-11","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R2 WK2",,,,15/12/07,
1058,"Foxvale Properties Ltd",,306,"High Street North",,"Dunstable","Beds.","LU6 1BE","Mr W Kitt","01582 666234","EH2000003","Snettisham Caravan Park",,,"Beach Road","Snettisham","King's Lynn","Norfolk","PE31 7RB","01485 543973",118698,"Schd.2 Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T2",,,,,,16/11/06,
,,,,,,,,,,,,,,,,,,,,,"118698A","Schd.2 Refuse",770,1,"770-3, 770-4 x 30","Weekly emptying: 1 Apr - 31 Oct",,"T2",,,,,,16/11/06,
1059,"Paul Johnson Motor Engineers Ltd",,,"North Street",,"King's Lynn","Norfolk","PE30 1QW",,"01553 691742","EH2000078",,,,,,,,,,1212,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,20/04/99,
1063,"Mr T G Walters","Snettisham Park",,"Manor Lane","Snettisham","King's Lynn","Norfolk","PE31 7NQ",,"01485 542425","EH2013766",,,,,,,,,,105587,"Refuse",1100,2,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,14/11/05,
1064,"English Heritage","East of England Regional Office",,"Brooklands","24 Brooklands Avenue","Cambridge",,"CB2 2BU",,"01223 582700","EH2003277","Castle Acre Priory",,,,"Castle Acre","King's Lynn","Norfolk","PE32 2XD",,1080,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"D3",,,,01/08/93,
1065,"Lord Howard of Rising","The Castle",,,"Castle Rising","King's Lynn","Norfolk","PE31","Greville Howard","01553 631556","EH2000072",,,,,,,,,,1242,"Refuse",770,1,"770-3, 770-4 x 26, CWTN-1","Weekly emptying: 1 June - 30 September
Monthly emptying: 1 Oct - 31 May",,,"D1 (BEG)",,,,,01/07/99,
1067,"South Wootton GM Junior School",,,"Hall Lane","South Wootton","King's Lynn","Norfolk","PE30 3JZ",,"01553 674596","EH2000070",,,,,,,,,,122883,"School",1100,1,"1100-5, CWTN-3","Term time emptying (40 empties p.a.)",,"T1",,,,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,122883,"School",770,1,"770-5","Term time emptying (40 empties p.a.)",,"T1",,,,,,01/04/07,
,,,,,,,,,,,,,,,,,,,,,128833,"School Rec",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R2 WK2",,,,01/04/07,
1068,"Giles Bros",,,"Clough Lane",,"King's Lynn","Norfolk","PE30 1BT",,"01553 772376","EH2000039",,,,,,,,,,1177,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","26 empties: Fortnightly",,,,"T1 WK2",,,,01/04/99,
1069,"Watlington Medical Centre",,,"Rowan Close","Watlington","King's Lynn","Norfolk","PE33 0TU","Mrs P Ash","01553 810253","EH2001110",,,,,,,,,,129961,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,,"D10",,,22/09/07,
,,,,,,,,,,,,,,,,,,,,,129961,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks",,,,,"R3 WK1",,,22/09/07,
1077,"Dezynadog",,30,"Wootton Road",,"King's Lynn","Norfolk","PE30 4EX","Miss A L Flatt","01553 816400","EH2000870",,,,,,,,,,104785,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"T1  ",,,,01/11/05,
1086,"Master Ltd",,"Unit 5-7","Cheney Crescent","Heacham","King's Lynn","Norfolk","PE31 7BT",,"01485 572032","EH1129225",,,,,,,,,,1249,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,21/07/99,01/07/09
1088,"King's Lynn Mobility Centre Ltd",,"30-38","Blackfriars Street",,"King's Lynn","Norfolk","PE30 1NN",,"01553 768751","EH2001697",,,,,,,,,,1254,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","26 empties: Fortnightly",,,,"T1 WK2",,,,07/08/99,
1089,"Torc Financial Services","The Business Centre",43,"Lynn Road","Snettisham","King's Lynn","Norfolk","PE31 7LR","Stephen J Hammond Principal","01485 544434","EH2001611",,,,,,,,,,1247,"Refuse",240,1,"240-3, 240-4 X 26, CWTN-1","26 empties: Fortnightly",,,,,"T1 WK2",,,15/07/99,
1092,"Le Strange  Arms Hotel",,,"Golf Course Road",,"Old Hunstanton","Norfolk","PE36 6JJ","Anne Wylie","01485 534411","EH2001866",,,,,,,,,,147384,"Refuse",1100,6,"1100-1, 1100-2 x3, CWTN-1","Four empties per week","D1",,"T2",,"T2","LITTER BIN",,01/04/08,
1095,"North End Trust","True's Yard Fishing Heritage Museum",,"North Street",,"King's Lynn","Norfolk","PE30 1QW",,"01553 770479","EH2001760",,,,,,,,,,130694,"Schd .2 Refuse",240,1,"240-1, CWTN-1","One empty per week",,"T1",,,,,,27/04/07,
,,,,,,,,,,,,,,,,,,,,,130694,"Schd.2 Rec",360,1,"360-11, CWTN-2","Fortnightly: except Xmas/New Year weeks","G3 WK2",,,,,,,27/04/07,
1106,"D Cook (Butchers)",,2,"School Road","Heacham","King's Lynn","Norfolk","PE31 7DE",,"01485 572104","EH2001758",,,,,,,,,,88638,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,"T1",,,16/09/04,
1108,"Dragon Capital",,22,"St. James Street",,"King's Lynn","Norfolk","PE30 5DA","Miss W Lai","01553 662888","EH2014393",,,,,,,,,,2173,"Refuse",770,1,"770-1, CWTN-1","One empty pr week",,,,"T1",,,,01/04/04,
1109,"Hocus Pocus",,"36-38","St. James Street",,"King's Lynn","Norfolk","PE30 5DA","Mr N Cook","01553 767285","EH2002225",,,,,,,,,,1291,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,16/11/99,
1111,"Flitcham Community Centre","c/o Mr R Young (Treasurer)",,"The Old Post Office","Flitcham","King's Lynn","Norfolk","PE31 6BP",,,"EH2002527","Flitcham Community Centre",,,"Church Road","Flitcham","King's Lynn","Norfolk","PE31 6BU","01485 600703",1298,"Schd.2 Refuse",240,1,"240--1, CWTN-1","One empty per week",,,,,"D1",,,01/12/99,
1113,"KLS (UK) Ltd",,"22-23","Austin Fields",,"King's Lynn","Norfolk","PE30 1PH","Robert Kitchingham","01553 772935","EH2002647",,,,,,,,,,1303,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,03/01/00,
1114,"Norfolk County Services","County Hall Annexe",,"Martineau Lane",,"Norwich","Norfolk","NR1 2DL",,,"EH2002645","Norfolk County Services","Playing Fields Depot",,"Parkway",,"King's Lynn","Norfolk","PE30",,1299,"Refuse",1100,1,"1100-3, 1100-4 x 26, CWTN-1","Fortnightly emptying",,,,"T1 WK2",,,,01/12/99,
1115,"Queen Victoria Public House",,19,"Lynn  Road","Snettisham","King's Lynn","Norfolk","PE31 7LW","Mr R Warburton","01485 541344","EH2018505",,,,,,,,,,98498,"Refuse",1100,1,"1100-1, 1100-4 x 30, CWTN-1","One empty per week all year ,plus
Additional weekly emptying: 1 April - 31 October",,"T2 (SEAS)",,"T1",,,,30/05/05,
1117,"Mrs J M Kerr","Grapes Picture Framing & Gallery",33,"Market Place","Snettisham","King's Lynn","Norfolk","PE31 7LR",,"01485 542480","EH2002650",,,,,,,,,,1308,"Refuse",1100,1,"1100-3, 1100-4 x 12, CWTN-1","One empty per month",,,,"T1 END",,,,19/01/00,
1128,"Vehicle & Operator  Services Agency","Test Station No 34",,"Bexwell Airfield","Crimplesham","King's Lynn","Norfolk","PE33 9DU",,"01366 382481","EH2020209",,,,,,,,,,109811,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,"D8",,,,,01/04/06,
1130,"Parker & Leach Opticians",,44,"Church Street",,"Hunstanton","Norfolk","PE36 5HD",,"01485 532326","EH2006072",,,,,,,,,,153068,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"T1",,,,01/04/09,
1161,"East Of England  Ambulance NHS Trust",,,"Hospital Lane","Hellesdon","Norwich","Norfolk","NR6 5NA",,,"EH0952291","Downham Market Ambulance Station","Unit 4","Trafalgar Industrial Estate","Sovereign Way",,"Downham Market","Norfolk","PE38 9SW","01366 388340",118803,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"D9",,,,24/11/06,
1168,"Norfolk County Council","County Hall",,"Martineau Lane",,"Norwich","Norfolk","NR1 2UG",,"01366 383073","EH2028063","Downham Market Library",,78,"Priory Road",,"Downham Market","Norfolk","PE38 9JS","01366 383073",135717,"Refuse",660,1,"660-1, CWTN-1","One empty per week",,"D9",,,,,,04/03/08,
1169,"The Drive Residential Home Ltd","Cyrinus House",18,"Hatherley Road",,"Sidcup","Kent","DA14 4BG",,"02083 081607","EH2014234","Manor Farm Residential Home",,,"Hill Road","Ingoldisthorpe","King's Lynn","Norfolk","PE31 6NZ","01485 541977",2380,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,01/11/05,
1172,"Dr C J Bird","Dundee Court Dental Centre",,"Hamburg Way","North Lynn Industrial Estate","King's Lynn","Norfolk","PE30 2ND",,"01553 769143","EH2002814",,,,,,,,,,1325,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,"T1",,,,,,27/01/00,
1181,"The Party Shop & Balloon World",,18,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AW","Mrs S A Futter","01553 760909","EH2003547",,,,,,,,,,1940,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,,"T1",,,,23/04/03,
1186,"Green Quay Trust","Marriots Warehouse",,"South Quay",,"King's Lynn","Norfolk","PE30 5DT","Micheal Dennis","01553 818500","EH2003672",,,,,,,,,,124462,"Schd.2 Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"T1",,,,,14/05/07,28/05/09
,,,,,,,,,,,,,,,,,,,,,124462,"Schd.2 Rec",1100,1,"1100-12, 1100-15 x 25, CWTN 2","50 empties: Weekly except Xmas & New Year weeks","G3",,,,,,,14/05/07,19/04/09
,,,,,,,,,,,,,,,,,,,,,150640,"Schd.2 Rec",1100,1,"1100-12, CWTN-2","Fortnightly:except Xmas/New Year weeks","G3 WK2",,,,,,,20/04/09,
,,,,,,,,,,,,,,,,,,,,,153209,"Schd.2 Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,29/05/09,
1187,"Gaywood Conservative Club Ltd",,7,"Gayton Road",,"King's Lynn","Norfolk","PE30 4EA","Mr G Colby","01553 772055","EH2003669",,,,,,,,,,1371,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","T1",,,,,,,18/05/00,
,,,,,,,,,,,,,,,,,,,,,147247,"Glass",770,1,"770G-1, CWTN-5","One empty per week","G3",,,,,,,08/12/08,
1188,"Silverfern Property Management Co Ltd",,"20-22","Bedford Row",,"London",,"WC1R 4JS","Dr D J Best Director",,"EH2003668","Silverfern Property Management Co Ltd",,15,"Tuesday Market Place",,"King's Lynn","Norfolk","PE30 1JN","01553 773302",124250,"Refuse",1100,2,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,08/05/07,
1189,"Denver Windmill Ltd",,,"Sluice Road","Denver","Downham Market","Norfolk","PE38 0EG",,"01366 384009","EH2003621",,,,,,,,,,141587,"Refuse",660,1,"660-1, CWTN-1","One empty per week",,"D10",,,,,,01/08/08,
,,,,,,,,,,,,,,,,,,,,,141926,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks",,"R3 WK1",,,,,,08/08/08,
1191,"Norse Commercial Services",,280,"Fifers Lane",,"Norwich","Norfolk","NR6 6EQ",,"01603 864100","EH2003665","West Norfolk Professional Developments Centre",,,"Kilhams Way",,"King's Lynn","Norfolk","PE30 2HU","01553 766872",101178,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,"T1",,,,,,26/07/05,
1192,"Huggins National Windscreens (Ipswich) Ltd",,,"Royce Road","Carr Road Industrial Estate","Peterborough","Cambs","PE1 5YD",,,"EH2003650","Huggins Windsceens",,,"Hamlin Way",,"King's Lynn","Norfolk","PE30 4NG","01553 691666",1383,"Refuse",770,1,"770-1, CWTN-1","One empty per week","T1",,,,,,,23/05/00,29/05/09
1194,"F J Chalcroft (Construction) Ltd",,11,"Goodwood Road","Keytec 7 Business Park","Pershore","Worcs.","WR10 2JL",,"01386 561965","EH2003620","F J Chalcroft (Construction) Ltd",,,"Hamlin Way",,"King's Lynn","Norfolk","PE30 4NG","01553 776543",2258,"Refuse",360,1,"360-1, CWTN-1","One empty per week","T1",,,,,,,09/06/04,
1195,"Southgates Medical & Surgical Centre",,41,"Goodwins Road",,"King's Lynn","Norfolk","PE30 5QX",,"01553 819460","EH1003157",,,,,,,,,,18,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,"T1",,,,,01/04/94,
,,,,,,,,,,,,,,,,,,,,,134774,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks",,"R3 (WK 2)",,,,,,07/02/08,
1197,"Staveley Johnson & Procter Solicitors","Waverley House",37,"Greevegate",,"Hunstanton","Norfolk","PE36 6AB",,"01485 532662","EH2016085",,,,,,,,,,89222,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"T1",,,01/10/04,
,,,,,,,,,,,,,,,,,,,,,133140,"Recycling",1100,1,"1100-9, CWTN-2","Fortnightly: except Xmas/New Year weeks","R2 (WK1)",,,,,,,22/12/07,
1199,"Istanbul Kebab House",,4,"London Road",,"King's Lynn","Norfolk","PE30 5PY","Faik Oter","01553 775833","EH2024763",,,,,,,,,,122647,"Refuse",360,1,"360-1, 360-2, CWTN-1","Two empties per week","T1",,,"T1",,,,18/04/07,
1208,"Sue Ryder Foundation","First Floor, Kings House",,"Kings Street",,"Sudbury","Suffolk","CO10 2ED",,,"EH2003932","Sue Ryder Care",,79,"Westgate",,"Hunstanton","Norfolk","PE36 5EP","01485 534414",124981,"Refuse",1100,1,"1100-1, 1100-2, CWTN-1","Two empties per week",,"T2",,,"T1",,,01/04/07,
